step,timeperf/rollout,ppo_actor/kl_rewards/min,ppo_actor/update/clip_ratio/max,ppo_actor/update/new_logp/max,timeperf/recompute_logp,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clip_ratio/min,ppo_actor/update/new_logp/min,teacher_answer_n_seqs,ppo_actor/n_seqs,ppo_actor/update/clipped_tokens,ppo_actor/update/old_logp/avg,teacher_answer_logp/avg,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/old_logp/max,teacher_answer_logp/min,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/old_logp/min,teacher_answer_logp/max,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/rs_filtered_fraction,teacher_answer_len/avg,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/unclipped_behave_tokens,teacher_answer_len/min,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/update_successful,teacher_answer_len/max,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/n_valid_generated_tokens,timeperf/rollout_postprocess,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/n_valid_tokens,timeperf/compute_advantage,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_proximal_avg,timeperf/train_step,ppo_actor/rs_upper,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_proximal_max,timeperf/update_weights,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_proximal_min,timeperf/save,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_theta_avg,timeperf/checkpoint_for_recover,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_theta_max,timeperf/eval,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/sample_staleness_theta_min,timeperf/clear_batches,ppo_actor/task_reward/max,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/v_proximal,ppo_actor/advantages/avg,ppo_actor/task_reward/min,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/version_stats/v_theta,ppo_actor/advantages/max,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_max_logits/avg,ppo_actor/advantages/min,ppo_actor/update/actor_loss/max,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_max_logits/max,ppo_actor/correct_n_seqs,ppo_actor/update/actor_loss/min,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/min,ppo_actor/eps_clip,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/max,ppo_actor/update/vocab_min_logits/avg,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/max,ppo_actor/update/entropy/min,ppo_actor/update/vocab_min_logits/max,ppo_actor/final_reward/max,ppo_actor/update/approx_kl/min,ppo_actor/update/grad_norm,ppo_actor/update/vocab_min_logits/min,ppo_actor/final_reward/min,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/importance_weight/avg,ppo_actor/use_dual_clip,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/importance_weight/max,rollout/accepted,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/importance_weight/min,rollout/reward,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/lr,eval-rollout/reward,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/n_tokens,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/n_valid_tokens,ppo_actor/kl_rewards/max,ppo_actor/update/clip_ratio/avg,ppo_actor/update/new_logp/avg
11,0.0016987,-0.0,0.0,0.0,0.50688,0.0,0.0,-6.1922,256.0,256.0,0.0,-0.19316,-2.8182,198910.0,0.0020854,0.0,-12.577,94078.0,3.1124,-4.6918,-3.8147e-06,0.0625,-1.2012,0.0,5.1562,1.0,0.0019349,94078.0,2.0,0.0,2.1569,1.0,38.0,145.03,-8.9407e-08,15637.0,0.67025,394.0,0.0020408,94078.0,0.13317,73.0,4.8435,1.0,3.0262,5.0,0.0,1.0,0.090525,512.52,94078.0,1.0,0.00036583,778.0,-0.19525,2.0,0.00014373,281.0,0.0,2.0,5.6535e-05,-2.8182,-6.1922,2.0,0.0040806,-3.8147e-06,0.0,9.0,-1.2975e-09,-12.577,0.0,10.0,2.4782,0.00013068,0.0,27.188,-2.5861,4.4331,0.0,47.0,0.0,-3.4959,0.22312,6.5938,0.25,-1.3231e-11,2.752,-17.534,0.0,3.5018e-07,7.569e-16,-7.0938,2.3023,-3.5734e-07,0.37647,-36.5,-2.4332,-0.0020854,1.0,0.0,256.0,1.2012,1.0,1.0,512.52,-3.1124,1.0,0.0,778.0,0.99985,3e-06,,281.0,3.324,131210.0,0.0,0.044494,94078.0,-0.0,0.0,-0.19525
12,0.0014307,0.0,0.0,0.0,0.49361,0.0,0.0,-4.906,256.0,256.0,0.0,-0.18477,-2.8833,177920.0,0.0015972,0.0,-13.407,95045.0,1.8188,-4.7226,-1.8179e-06,0.0625,-0.87014,0.0,4.5312,1.0,0.0015222,95045.0,2.0,0.0,0.98106,1.0,23.0,130.94,-8.7559e-08,23697.0,0.62561,436.0,0.001555,95045.0,0.133,86.0,1.6541,1.0,3.8842,5.0,0.0,1.0,0.089654,502.21,95045.0,1.0,0.00049685,820.0,-0.18637,2.0,0.0001593,280.0,0.0,2.0,4.3526e-05,-2.8833,-4.906,2.0,0.0035098,-1.8179e-06,0.0,10.0,-3.2109e-09,-13.407,0.0,11.0,2.1117,-0.00038658,0.0,27.281,-2.6292,5.3529,0.0,45.0,0.0,-3.0757,0.21446,6.6562,0.25,3.6112e-11,2.4154,-17.675,-9.7831e-11,2.3842e-07,1.6037e-15,-6.5312,1.9846,-3.5646e-07,0.55348,-39.0,-2.4735,-0.0015972,1.0,0.0,256.0,0.87014,1.0,1.0,502.21,-1.8188,1.0,0.0,820.0,0.99992,3e-06,,280.0,2.3872,128560.0,0.0,0.16221,95045.0,0.0,0.0,-0.18637
13,0.0018171,0.0,0.0,0.0,0.52675,0.0,0.0,-6.0519,256.0,256.0,0.0,-0.19045,-2.7928,186110.0,0.0015737,0.0,-9.6005,97372.0,4.117,-5.0211,-1.2119e-05,0.0625,-1.4371,0.0,4.9062,1.0,0.001696,97372.0,2.0,0.0,3.1333,1.0,26.0,139.16,-8.9407e-08,16186.0,0.63607,387.0,0.0017963,97372.0,0.12799,72.0,8.4749,1.0,3.9611,5.0,0.0,1.0,0.086373,519.52,97372.0,1.0,0.00034892,771.0,-0.19202,2.0,9.2069e-05,310.0,0.0,2.0,3.7617e-05,-2.7928,-6.0519,2.0,0.0034798,-1.2119e-05,0.0,11.0,-1.9392e-09,-9.6005,0.0,12.0,2.4158,2.2666e-06,0.0,27.339,-2.6395,4.9916,0.0,45.5,0.0,-3.4514,0.22181,6.6562,0.25,8.6597e-11,2.5321,-17.714,4.8971e-12,4.7684e-07,8.3749e-16,-7.2812,2.2599,-3.5483e-07,0.3746,-38.75,-2.4749,-0.0015737,1.0,0.0,256.0,1.4371,1.0,1.0,519.52,-4.117,1.0,0.0,771.0,1.0001,3e-06,,310.0,4.2083,133000.0,0.0,0.016293,97372.0,0.0,0.0,-0.19202
14,0.0014542,0.0,0.0,0.0,0.47926,0.0,0.0,-7.2926,256.0,256.0,0.0,-0.17471,-2.5259,152830.0,0.002082,0.0,-10.052,91412.0,5.5793,-4.6707,-1.1206e-05,0.042969,-1.0014,0.0,3.5625,1.0,0.0019174,91412.0,2.0,0.0,4.5831,1.0,10.0,123.47,-8.9407e-08,22789.0,0.58272,234.0,0.0024916,91412.0,0.1205,80.0,15.565,1.0,3.6878,5.0,0.0,1.0,0.087944,480.55,91412.0,1.0,0.00040891,618.0,-0.17679,2.0,0.0001252,236.0,0.0,2.0,4.3085e-05,-2.5259,-7.2926,2.0,0.0038023,-1.1206e-05,0.0,12.0,-8.7635e-10,-10.052,0.0,13.0,2.2647,-0.00016313,0.0,27.457,-2.5865,4.0493,0.0,45.25,0.0,-3.407,0.20392,6.625,0.25,3.8515e-11,2.4706,-17.727,-5.2816e-11,3.2783e-07,6.9538e-17,-7.0625,2.1338,-3.5297e-07,0.52084,-38.75,-2.4586,-0.002082,1.0,0.0,256.0,1.0014,1.0,1.0,480.55,-5.5793,1.0,0.0,618.0,0.99984,3e-06,,236.0,2.722,123020.0,0.0,0.003775,91412.0,0.0,0.0,-0.17679
15,0.0015707,-0.0,0.0,0.0,0.46917,0.0,0.0,-11.667,256.0,256.0,0.0,-0.16543,-2.0485,140290.0,0.002473,0.0,-10.145,90231.0,9.9429,-4.3627,-2.4636e-06,0.046875,-1.3522,0.0,3.9688,1.0,0.002077,90231.0,2.0,0.0,8.943,1.0,17.0,111.34,-8.6904e-08,22494.0,0.58102,165.0,0.0030365,90231.0,0.11598,75.0,49.431,1.0,3.5742,5.0,0.0,1.0,0.086941,463.81,90231.0,1.0,0.00032735,549.0,-0.1679,2.0,9.7918e-05,242.0,0.0,2.0,3.7556e-05,-2.0485,-11.667,2.0,0.0036767,-2.4636e-06,0.0,13.0,-2.7057e-09,-10.145,0.0,14.0,2.5787,-6.3462e-05,0.0,27.588,-2.6251,4.4982,0.0,44.75,0.0,-3.6032,0.19393,6.6562,0.25,6.9404e-11,2.3836,-17.795,-5.2846e-12,3.5763e-07,3.3021e-16,-6.9375,2.4229,-2.9802e-07,0.5315,-36.0,-2.4749,-0.002473,1.0,0.0,256.0,1.3522,1.0,1.0,463.81,-9.9429,1.0,0.0,549.0,0.9996,3e-06,,242.0,3.866,118740.0,0.0,4.8067e-05,90231.0,0.0,0.0,-0.1679
16,0.0013278,0.0,0.0,0.0,0.46684,0.0,0.0,-14.167,256.0,256.0,0.0,-0.17943,-2.4827,169860.0,0.0027763,0.0,-10.39,89675.0,11.999,-4.3838,-1.6689e-06,0.0625,-1.0496,0.0,5.2812,1.0,0.0024471,89675.0,2.0,0.0,10.999,1.0,53.0,116.56,-8.9407e-08,22355.0,0.58703,340.0,0.0053068,89675.0,0.79836,73.0,71.993,1.0,4.1761,5.0,0.0,1.0,0.085661,466.86,89675.0,1.0,0.00033701,724.0,-0.18221,2.0,0.00011945,252.0,0.0,2.0,5.9509e-05,-2.4827,-14.167,2.0,0.0043378,-1.6689e-06,0.0,14.0,2.7225e-09,-10.39,0.0,15.0,2.4289,-8.0243e-05,0.0,27.469,-2.5887,4.5963,0.0,45.0,0.0,-3.2924,0.20752,6.625,0.25,4.3999e-11,2.3368,-17.649,2.127e-11,3.2783e-07,4.7713e-15,-6.9062,2.2883,-3.5705e-07,0.54753,-36.0,-2.4749,-0.0027763,1.0,0.0,256.0,1.0496,1.0,1.0,466.86,-11.999,1.0,0.0,724.0,0.99967,3e-06,,252.0,2.8565,119520.0,0.0,6.148e-06,89675.0,0.0,0.0,-0.18221
17,0.0014544,0.0,0.0,0.0,0.47705,0.0,0.0,-12.917,256.0,256.0,0.0,-0.19369,-3.5231,161790.0,0.0029388,0.0,-12.292,90789.0,12.615,-4.7143,-1.7285e-06,0.0625,-0.91525,0.0,4.3438,1.0,0.0021779,90789.0,2.0,0.0,11.615,1.0,23.0,119.47,-8.9407e-08,22633.0,0.58701,308.0,0.0041681,90789.0,0.12564,76.0,79.566,1.0,3.6769,5.0,0.0,1.0,0.16098,474.11,90789.0,1.0,0.00044258,692.0,-0.19663,2.0,0.00011582,233.0,0.0,2.0,5.3671e-05,-3.5231,-12.917,2.0,0.0040049,-1.7285e-06,0.0,15.0,-1.8488e-09,-12.292,0.0,16.0,2.4052,-2.0769e-05,0.0,27.276,-2.6204,4.2993,0.0,44.75,0.0,-3.3676,0.22404,6.6562,0.25,9.7355e-11,2.3736,-17.538,-2.6261e-11,4.7684e-07,3.4509e-16,-7.125,2.2612,-3.5763e-07,0.54702,-39.0,-2.4723,-0.0029388,1.0,0.0,256.0,0.91525,1.0,1.0,474.11,-12.615,1.0,0.0,692.0,0.99924,3e-06,,233.0,2.4974,121370.0,0.0,3.3226e-06,90789.0,0.0,0.0,-0.19663
18,0.0013198,0.0,0.0,0.0,0.4836,0.0,0.0,-4.6535,256.0,256.0,0.0,-0.17898,-2.5583,169340.0,0.0015745,0.0,-10.139,93729.0,1.2104,-4.3059,-6.6099e-05,0.0625,-0.75974,0.0,5.0938,1.0,0.0017588,93729.0,2.0,0.0,0.50847,1.0,35.0,130.03,-8.8243e-08,23368.0,0.59695,317.0,0.0017811,93729.0,0.12155,78.0,0.73251,1.0,3.8809,5.0,0.0,1.0,0.089176,496.16,93729.0,1.0,0.00038649,701.0,-0.18055,2.0,0.00010873,243.0,0.0,2.0,4.7031e-05,-2.5583,-4.6535,2.0,0.0041359,-6.6099e-05,0.0,16.0,8.9538e-10,-10.139,0.0,17.0,2.2315,7.6902e-06,0.0,27.382,-2.6271,4.8778,0.0,46.0,0.0,-3.8065,0.20705,6.625,0.25,5.2659e-11,2.5198,-17.75,-1.5262e-11,3.2783e-07,9.4164e-16,-7.3125,2.0965,-3.39e-07,0.53056,-37.5,-2.4724,-0.0015745,1.0,0.0,256.0,0.75974,1.0,1.0,496.16,-1.2104,1.0,0.0,701.0,1.0002,3e-06,,243.0,2.1377,127020.0,0.0,0.29808,93729.0,0.0,0.0,-0.18055
19,0.0011611,-0.0,0.0,0.0,0.4738,0.0,0.0,-4.6843,256.0,256.0,0.0,-0.19015,-1.6951,187260.0,0.001751,0.0,-10.063,86373.0,1.4209,-4.6165,-7.7485e-06,0.0625,-0.93738,0.0,4.0625,1.0,0.0020257,86373.0,2.0,0.0,0.66238,1.0,19.0,128.88,-8.7661e-08,21529.0,0.57621,410.0,0.0020765,86373.0,0.12793,72.0,1.0095,1.0,3.6061,5.0,0.0,1.0,0.084071,466.27,86373.0,1.0,0.00041148,794.0,-0.1919,2.0,0.00010453,193.0,0.0,2.0,4.7752e-05,-1.6951,-4.6843,2.0,0.0041064,-7.7485e-06,0.0,17.0,2.6499e-10,-10.063,0.0,18.0,1.8433,0.00023391,0.0,27.267,-2.6085,4.5382,0.0,45.25,0.0,-2.8688,0.21755,6.625,0.25,3.3061e-11,2.2372,-17.739,3.3124e-11,3.5716e-07,6.4462e-16,-7.0938,1.7302,-3.2037e-07,0.60469,-34.5,-2.4748,-0.001751,1.0,0.0,256.0,0.93738,1.0,1.0,466.27,-1.4209,1.0,0.0,794.0,1.0003,3e-06,,193.0,2.5533,119360.0,0.0,0.2415,86373.0,0.0,0.0,-0.1919
20,0.001601,0.0,0.0,0.0,0.47426,0.0,0.0,-4.8567,256.0,256.0,0.0,-0.18018,-1.8668,170500.0,0.0017461,0.0,-9.6066,86611.0,1.2927,-4.4508,-3.4868e-06,0.058594,-0.94849,0.0,3.5,1.0,0.0018774,86611.0,2.0,0.0,0.63331,1.0,10.0,119.22,-8.8476e-08,21589.0,0.57433,296.0,0.0019084,86611.0,0.12471,74.0,0.83556,1.0,3.57,5.0,0.0,1.0,0.086754,457.54,86611.0,1.0,0.00032009,680.0,-0.18193,2.0,0.00010382,214.0,0.0,2.0,3.8478e-05,-1.8668,-4.8567,2.0,0.0038481,-3.4868e-06,0.0,18.0,2.1141e-09,-9.6066,0.0,19.0,2.035,0.00022688,0.0,27.303,-2.6136,6.5391,0.0,46.0,0.0,-2.7317,0.20992,6.625,0.25,5.4036e-11,2.5296,-17.732,-1.1837e-10,3.5763e-07,2.4634e-15,-7.0938,1.9242,-4.7684e-07,0.55474,-35.25,-2.4749,-0.0017461,1.0,0.0,256.0,0.94849,1.0,1.0,457.54,-1.2927,1.0,0.0,680.0,1.0001,3e-06,,214.0,2.5818,117130.0,0.0,0.27452,86611.0,0.0,0.0,-0.18193
21,0.0016783,0.0,0.0,0.0,0.47624,0.0,0.0,-4.5633,256.0,256.0,0.0,-0.19952,-1.7219,171780.0,0.0017911,0.0,-9.5896,87831.0,0.9159,-4.4858,-1.3232e-05,0.058594,-0.90878,0.0,3.1875,1.0,0.0015514,87831.0,2.0,0.0,0.57251,1.0,8.0,128.59,-8.9407e-08,21894.0,0.58836,329.0,0.0015776,87831.0,0.12617,80.0,0.41944,1.0,3.5975,5.0,0.0,1.0,0.088721,471.68,87831.0,1.0,0.00036193,713.0,-0.20131,2.0,0.00010271,255.0,0.0,2.0,4.0331e-05,-1.7219,-4.5633,2.0,0.0034743,-1.3232e-05,0.0,19.0,2.7797e-09,-9.5896,0.0,20.0,2.0986,-0.00019004,0.0,26.914,-2.6721,3.8322,0.0,47.0,0.0,-3.6675,0.23211,6.6562,0.25,3.0305e-11,2.4978,-17.357,-8.1435e-12,3.1292e-07,1.6272e-15,-6.8438,1.9582,-2.3842e-07,0.57691,-38.75,-2.4749,-0.0017911,1.0,0.0,256.0,0.90878,1.0,1.0,471.68,-0.9159,1.0,0.0,713.0,0.99976,3e-06,,255.0,2.4813,120750.0,0.0,0.40016,87831.0,0.0,0.0,-0.20131
22,0.0012665,0.0,0.0,0.0,0.48705,0.0,0.0,-4.5175,256.0,256.0,0.0,-0.17629,-1.7334,178940.0,0.0018989,0.0,-7.3848,88814.0,0.96958,-4.5383,-2.0266e-06,0.0625,-1.235,0.0,4.5938,1.0,0.0014946,88814.0,2.0,0.0,1.2034,1.0,20.0,131.41,-8.7399e-08,22140.0,0.59544,358.0,0.0015077,88814.0,0.13185,74.0,0.76261,1.0,3.6852,5.0,0.0,1.0,0.088171,478.34,88814.0,1.0,0.00034767,742.0,-0.17819,2.0,0.00011606,252.0,0.0,2.0,4.3656e-05,-1.7334,-4.5175,2.0,0.0035352,-2.0266e-06,0.0,20.0,0.0,-7.3848,0.0,21.0,2.2574,9.3235e-05,0.0,27.325,-2.6564,9.113,0.0,45.0,0.0,-3.0607,0.20309,6.625,0.25,2.0445e-11,2.7531,-17.583,-4.2952e-11,4.7684e-07,8.8812e-17,-7.0625,2.1072,-3.2037e-07,0.62299,-37.25,-2.4749,-0.0018989,1.0,0.0,256.0,1.235,1.0,1.0,478.34,-0.96958,1.0,0.0,742.0,0.9996,3e-06,,252.0,3.4384,122450.0,0.0,0.37924,88814.0,0.0,0.0,-0.17819
23,0.0019803,0.0,0.0,0.0,0.46671,0.0,0.0,-4.607,256.0,256.0,0.0,-0.18039,-1.7134,168960.0,0.0019541,0.0,-8.9328,81778.0,1.1159,-4.629,-2.9504e-06,0.0625,-0.92808,0.0,4.5625,1.0,0.0017075,81778.0,2.0,0.0,0.60157,1.0,20.0,128.53,-8.8825e-08,20380.0,0.57297,279.0,0.0017434,81778.0,0.1278,81.0,0.62264,1.0,3.4427,5.0,0.0,1.0,0.1245,447.98,81778.0,1.0,0.00055031,663.0,-0.18235,2.0,0.00024419,211.0,0.0,2.0,5.6115e-05,-1.7134,-4.607,2.0,0.0039547,-2.9504e-06,0.0,21.0,-3.7318e-10,-8.9328,0.0,22.0,2.2348,-1.494e-05,0.0,27.284,-2.6754,3.7898,0.0,45.25,0.0,-3.2245,0.20959,6.625,0.25,3.7826e-11,2.5426,-17.721,8.7463e-12,2.9802e-07,8.0875e-16,-6.875,2.0836,-3.39e-07,0.60927,-37.0,-2.4748,-0.0019541,1.0,0.0,256.0,0.92808,1.0,1.0,447.98,-1.1159,1.0,0.0,663.0,0.99975,3e-06,,211.0,2.5296,114680.0,0.0,0.32761,81778.0,0.0,0.0,-0.18235
24,0.0016425,-0.0,0.0,0.0,0.47014,0.0,0.0,-4.8915,256.0,256.0,0.0,-0.18791,-1.4011,175100.0,0.0017469,0.0,-9.2939,85037.0,1.1943,-4.8384,-4.1723e-06,0.0625,-0.89321,0.0,18.719,1.0,0.0015382,85037.0,2.0,0.0,0.54975,1.0,499.0,123.81,-8.8505e-08,21195.0,0.59723,391.0,0.0015559,85037.0,0.13359,74.0,0.71312,1.0,3.5291,5.0,0.0,1.0,0.088216,455.99,85037.0,1.0,0.00033616,775.0,-0.18965,2.0,0.00011811,242.0,0.0,2.0,4.0681e-05,-1.4011,-4.8915,2.0,0.0032715,-4.1723e-06,0.0,22.0,4.6654e-09,-9.2939,0.0,23.0,2.2731,-9.0261e-05,0.0,27.175,-2.6275,6.4156,0.0,48.25,0.0,-3.224,0.21883,6.625,0.25,4.8163e-11,2.3716,-17.588,-1.3458e-10,3.2783e-07,2.9484e-17,-6.9688,2.1232,-2.3842e-07,0.58669,-34.5,-2.4748,-0.0017469,1.0,0.0,256.0,0.89321,1.0,1.0,455.99,-1.1943,1.0,0.0,775.0,0.99979,3e-06,,242.0,2.443,116730.0,0.0,0.30293,85037.0,0.0,0.0,-0.18965
25,0.001373,-0.0,0.0,0.0,0.46112,0.0,0.0,-4.7927,256.0,256.0,0.0,-0.17387,-1.9529,156540.0,0.0016743,0.0,-9.4721,85503.0,0.96247,-4.6434,-3.0219e-05,0.046875,-0.94921,0.0,10.5,1.0,0.0016008,85503.0,2.0,0.0,0.63446,1.0,197.0,119.38,-8.9407e-08,21312.0,0.5762,244.0,0.0016066,85503.0,0.12045,74.0,0.46318,1.0,3.4431,5.0,0.0,1.0,0.088223,453.37,85503.0,1.0,0.00036506,628.0,-0.17554,2.0,0.00011204,198.0,0.0,2.0,4.3946e-05,-1.9529,-4.7927,2.0,0.0037919,-3.0219e-05,0.0,23.0,3.3907e-09,-9.4721,0.0,24.0,1.8951,-0.00030091,0.0,27.609,-2.6264,5.4018,0.0,46.0,0.0,-2.964,0.20282,6.625,0.25,5.1955e-12,2.439,-17.723,-1.0735e-10,3.5756e-07,8.9778e-17,-7.0,1.7723,-4.7684e-07,0.57402,-36.5,-2.4747,-0.0016743,1.0,0.0,256.0,0.94921,1.0,1.0,453.37,-0.96247,1.0,0.0,628.0,0.99993,3e-06,,198.0,2.5837,116060.0,0.0,0.38195,85503.0,0.0,0.0,-0.17554
26,0.0012321,0.0,0.0,0.0,0.449,0.0,0.0,-4.3727,256.0,256.0,0.0,-0.17577,-2.1481,148860.0,0.0019796,0.0,-10.557,78156.0,1.2687,-4.3247,-2.6226e-06,0.050781,-1.1933,0.0,3.2188,1.0,0.0018544,78156.0,2.0,0.0,1.1047,1.0,7.0,115.59,-8.9407e-08,19475.0,0.55223,208.0,0.0018984,78156.0,0.11814,78.0,0.80485,1.0,3.2334,5.0,0.0,1.0,0.086795,420.89,78156.0,1.0,0.00032174,592.0,-0.17775,2.0,0.00011172,194.0,0.0,2.0,4.016e-05,-2.1481,-4.3727,2.0,0.0035587,-2.6226e-06,0.0,24.0,3.1238e-09,-10.557,0.0,25.0,1.9614,-0.00033354,0.0,27.264,-2.6771,4.2336,0.0,45.25,0.0,-4.8505,0.20369,6.6562,0.25,-2.3607e-12,2.7545,-17.45,-3.0505e-11,3.1292e-07,9.6504e-16,-7.1562,1.8157,-3.2037e-07,0.66859,-36.5,-2.4749,-0.0019796,1.0,0.0,256.0,1.1933,1.0,1.0,420.89,-1.2687,1.0,0.0,592.0,0.99987,3e-06,,194.0,3.2981,107750.0,0.0,0.28118,78156.0,0.0,0.0,-0.17775
27,0.0011995,-0.0,0.0,0.0,0.47424,0.0,0.0,-5.189,256.0,256.0,0.0,-0.18207,-2.3489,170370.0,0.0022383,0.0,-13.438,88299.0,1.4918,-4.8602,-1.1921e-07,0.0625,-0.9141,0.0,4.125,1.0,0.0018606,88299.0,2.0,0.0,0.71675,1.0,11.0,126.91,-8.9407e-08,22011.0,0.57915,350.0,0.0018962,88299.0,0.12891,82.0,1.1127,1.0,3.6053,5.0,0.0,1.0,0.089708,471.82,88299.0,1.0,0.00038329,734.0,-0.18431,2.0,0.00013704,261.0,0.0,2.0,4.5859e-05,-2.3489,-5.189,2.0,0.0036099,-1.1921e-07,0.0,25.0,1.2961e-09,-13.438,0.0,26.0,2.6193,-0.00032946,0.0,27.333,-2.6382,4.7449,0.0,47.0,0.0,-4.5443,0.21299,6.625,0.25,8.4289e-11,2.4753,-17.527,6.8853e-11,3.2783e-07,5.9768e-17,-7.25,2.4368,-3.2783e-07,0.55863,-35.5,-2.4738,-0.0022383,1.0,0.0,256.0,0.9141,1.0,1.0,471.82,-1.4918,1.0,0.0,734.0,0.99962,3e-06,,261.0,2.4945,120790.0,0.0,0.22497,88299.0,0.0,0.0,-0.18431
28,0.0013176,-0.0,0.0,0.0,0.46299,0.0,0.0,-4.7896,256.0,256.0,0.0,-0.19354,-1.9625,146050.0,0.0021235,0.0,-8.6462,85015.0,1.1886,-4.9099,-6.2386e-06,0.0625,-1.08,0.0,4.2188,1.0,0.0020075,85015.0,2.0,0.0,0.86477,1.0,14.0,115.09,-8.6147e-08,21190.0,0.57021,198.0,0.0020368,85015.0,0.11096,78.0,0.70641,1.0,3.4082,5.0,0.0,1.0,0.086747,447.18,85015.0,1.0,0.00031523,582.0,-0.19567,2.0,0.00010639,214.0,0.0,2.0,3.7396e-05,-1.9625,-4.7896,2.0,0.0036351,-6.2386e-06,0.0,26.0,5.0255e-09,-8.6462,0.0,27.0,2.3191,0.00010458,0.0,27.194,-2.6374,5.176,0.0,44.75,0.0,-3.5821,0.22619,6.625,0.25,7.6769e-11,2.8776,-17.463,-7.1513e-11,2.3842e-07,1.0615e-15,-6.6875,2.161,-2.3842e-07,0.54277,-37.0,-2.4748,-0.0021235,1.0,0.0,256.0,1.08,1.0,1.0,447.18,-1.1886,1.0,0.0,582.0,0.99988,3e-06,,214.0,2.9448,114480.0,0.0,0.30464,85015.0,0.0,0.0,-0.19567
29,0.0015795,0.0,0.0,0.0,0.46595,0.0,0.0,-4.6121,256.0,256.0,0.0,-0.18338,-1.8984,151170.0,0.0019083,0.0,-8.7897,84507.0,1.269,-4.8147,-1.4591e-05,0.0625,-0.91935,0.0,5.75,1.0,0.0018873,84507.0,2.0,0.0,0.58831,1.0,28.0,127.0,-8.7544e-08,21063.0,0.57747,207.0,0.0019098,84507.0,0.11635,77.0,0.80519,1.0,3.5098,5.0,0.0,1.0,0.089321,457.11,84507.0,1.0,0.00033208,591.0,-0.18529,2.0,0.00011154,220.0,0.0,2.0,4.3586e-05,-1.8984,-4.6121,2.0,0.0035157,-1.4591e-05,0.0,27.0,2.889e-09,-8.7897,0.0,28.0,2.2399,-8.5598e-05,0.0,27.338,-2.6517,4.3726,0.0,45.5,0.0,-3.1599,0.21211,6.625,0.25,1.0522e-10,2.594,-17.511,3.1034e-11,2.9802e-07,3.9483e-16,-7.0,2.0729,-3.5204e-07,0.56647,-37.5,-2.4749,-0.0019083,1.0,0.0,256.0,0.91935,1.0,1.0,457.11,-1.269,1.0,0.0,591.0,0.99998,3e-06,,220.0,2.5077,117020.0,0.0,0.28111,84507.0,0.0,0.0,-0.18529
