step,timeperf/rollout,ppo_actor/n_tokens,ppo_actor/update/clip_ratio/min,ppo_actor/update/new_logp/avg,timeperf/recompute_logp,ppo_actor/n_valid_tokens,ppo_actor/update/clipped_tokens,ppo_actor/update/new_logp/max,timeperf/compute_advantage,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/new_logp/min,timeperf/train_step,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/old_logp/avg,timeperf/update_weights,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/old_logp/max,timeperf/save,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/old_logp/min,timeperf/checkpoint_for_recover,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/rs_filtered_fraction,timeperf/eval,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/unclipped_behave_tokens,timeperf/clear_batches,ppo_actor/rs_upper,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/update_successful,ppo_actor/advantages/avg,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/n_valid_generated_tokens,ppo_actor/advantages/max,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/n_valid_tokens,ppo_actor/advantages/min,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_proximal_avg,ppo_actor/correct_n_seqs,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_proximal_max,ppo_actor/correct_seq_len/avg,ppo_actor/task_reward/max,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_proximal_min,ppo_actor/correct_seq_len/max,ppo_actor/task_reward/min,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/sample_staleness_theta_avg,ppo_actor/correct_seq_len/min,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/sample_staleness_theta_max,ppo_actor/eps_clip,ppo_actor/update/actor_loss/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/version_stats/sample_staleness_theta_min,ppo_actor/final_reward/avg,ppo_actor/update/actor_loss/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/version_stats/v_proximal,ppo_actor/final_reward/max,ppo_actor/update/approx_kl/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/version_stats/v_theta,ppo_actor/final_reward/min,ppo_actor/update/approx_kl/max,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/avg,ppo_actor/incorrect_n_seqs,ppo_actor/update/approx_kl/min,ppo_actor/update/entropy/max,ppo_actor/update/vocab_max_logits/max,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/entropy/min,ppo_actor/update/vocab_max_logits/min,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/grad_norm,ppo_actor/update/vocab_min_logits/avg,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/importance_weight/avg,ppo_actor/update/vocab_min_logits/max,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/importance_weight/max,ppo_actor/update/vocab_min_logits/min,ppo_actor/kl_rewards/max,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/importance_weight/min,ppo_actor/use_dual_clip,ppo_actor/kl_rewards/min,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/lr,rollout/accepted,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clip_ratio/avg,ppo_actor/update/n_tokens,rollout/reward,ppo_actor/n_seqs,ppo_actor/update/clip_ratio/max,ppo_actor/update/n_valid_tokens,eval-rollout/reward
11,0.00079243,232960.0,0.0,-0.18645,0.49136,116680.0,0.0,0.0,0.10879,0.0625,0.0039368,-6.4599,3.8689,1.0,4.7074,-0.18251,0.78036,0.0,-1.4706,0.0,0.00045087,180.78,0.0034891,-4.7296,0.00010601,403.0,3.7165,0.0,4.7391e-05,116.0,-8.897e-08,116680.0,0.0034042,5.0,0.0037834,1.0,-2.1448e-08,636.54,11.08,19403.0,3.6161,915.0,0.0,116680.0,-3.574,279.0,116680.0,1.0,106.0,0.36016,-0.18645,1.0,528.24,1.1,0.0,1.0,905.0,0.0,-6.4599,2.0,279.0,-0.00019225,0.0,2.0,0.4,6.5767,0.0,2.0,9.1955e-12,-7.1924,0.0,9.0,2.4749,0.0,0.0,10.0,-2.4749,0.0,0.21125,27.465,150.0,0.0,2.3661,46.5,713.08,-0.0039368,3.4021e-16,6.5938,915.0,1.4706,0.31502,-17.739,628.0,-4.7074,1.0,-7.3438,0.0,0.99955,1.0,-41.0,0.0,4.3519,1.0,0.0,0.0,0.009028,5e-06,1.0,0.0,0.0,162960.0,0.54023,256.0,0.0,116680.0,
12,0.0010437,183300.0,0.0,-0.18045,0.5153,106110.0,0.0,0.0,0.094725,0.042969,0.0066156,-5.598,3.8618,1.0,2.9608,-0.17387,0.093327,0.0,-1.4961,0.0,0.00034592,138.81,0.0054074,-4.6165,0.00011127,217.0,2.0126,3.7841e-05,4.6951e-05,102.0,-8.8956e-08,106100.0,0.0031538,5.0,0.0058891,1.0,6.3274e-09,553.29,4.3832,17642.0,3.4071,729.0,0.0,106100.0,-3.3785,265.0,106100.0,1.0,150.0,0.54805,-0.18043,1.0,483.44,1.1,0.0,1.0,729.0,0.0,-5.598,2.0,265.0,-0.00027495,0.0,2.0,0.4,9.7435,0.0,2.0,-5.6174e-12,-11.835,0.0,10.0,2.4749,0.0,0.0,11.0,-2.4749,0.0,0.20072,27.555,106.0,0.0,2.253,45.75,652.14,-0.0066156,5.3076e-17,6.5938,729.0,1.4961,0.35992,-17.845,616.0,-2.9608,0.99998,-7.4375,0.0,0.99879,1.0,-38.0,0.0,4.4642,0.0,0.0,-0.0,0.051776,5e-06,1.0,0.0,0.0,141640.0,0.74258,256.0,0.0,106110.0,
13,0.00078444,242430.0,0.0,-0.16519,0.50069,107960.0,0.0,0.0,0.11507,0.0625,0.0058689,-5.4274,3.7252,1.0,2.2365,-0.15935,0.085668,0.0,-1.5453,0.0,0.00033433,164.44,0.0053132,-4.467,0.00010803,496.0,2.144,1.3768e-05,4.66e-05,101.0,-8.8708e-08,107950.0,0.0033005,5.0,0.0057326,1.0,-1.3569e-08,586.14,2.5009,17950.0,3.2815,1008.0,0.0,107950.0,-3.2332,291.0,107950.0,1.0,153.0,0.54023,-0.16517,1.0,505.94,1.1,0.0,1.0,886.0,0.0,-5.4274,2.0,291.0,-0.00060636,0.0,2.0,0.4,9.2025,0.0,2.0,-1.7668e-11,-10.492,0.0,11.0,2.4749,0.0,0.0,12.0,-2.4749,0.0,0.18349,27.64,103.0,0.0,2.3757,45.5,705.27,-0.0058689,4.0126e-16,6.5625,1008.0,1.5453,0.32892,-17.627,613.0,-2.2365,0.99998,-7.375,0.0,0.99944,1.0,-38.25,0.0,4.6892,0.0,0.0,-0.0,0.10684,5e-06,1.0,0.0,0.0,150050.0,0.60391,256.0,0.0,107960.0,
14,0.00095368,192130.0,0.0,-0.16997,0.43339,91722.0,0.0,0.0,0.098087,0.03125,0.0078875,-5.6816,2.9656,1.0,3.5819,-0.16217,0.083435,0.0,-1.5613,0.0,0.0004262,152.62,0.0072348,-4.311,0.00011441,251.0,2.6098,4.2919e-05,4.6791e-05,104.0,-8.8665e-08,91718.0,0.0031873,5.0,0.0079626,1.0,5.3235e-09,510.91,6.4152,15244.0,3.4734,763.0,0.0,91718.0,-3.4033,309.0,91718.0,1.0,195.0,0.74258,-0.16993,1.0,458.88,1.1,0.0,1.0,721.0,0.0,-5.6816,2.0,309.0,0.00056174,0.0,2.0,0.4,15.876,0.0,2.0,-1.0397e-11,-8.0727,0.0,12.0,2.4749,0.0,0.0,13.0,-2.4749,0.0,0.19024,27.361,61.0,0.0,2.4262,46.5,677.26,-0.0078875,8.3805e-16,6.4375,763.0,1.5613,0.38687,-17.675,616.0,-3.5819,0.99996,-7.2188,0.0,0.99935,1.0,-37.75,0.0,4.7651,0.0,0.0,-0.0,0.027821,5e-06,1.0,0.0,0.0,130790.0,0.58086,256.0,0.0,91722.0,
15,0.00080705,204030.0,0.0,-0.16545,0.47546,105000.0,0.0,0.0,0.10407,0.0625,0.0052815,-4.8517,3.7211,1.0,2.1855,-0.16021,0.18304,0.0,-1.3011,0.0,0.00034962,165.31,0.0046325,-4.7906,0.00010328,326.0,1.3721,3.208e-05,4.631e-05,122.0,-8.8592e-08,104990.0,0.0032916,5.0,0.0049969,1.0,-1.0464e-08,575.45,2.3881,17456.0,3.4088,838.0,0.0,104990.0,-3.3716,303.0,104990.0,1.0,162.0,0.60391,-0.16543,1.0,505.46,1.1,0.0,1.0,744.0,0.0,-4.8517,2.0,303.0,-0.00010517,0.0,2.0,0.4,8.8875,0.0,2.0,-1.3624e-11,-8.2207,0.0,13.0,2.4749,0.0,0.0,14.0,-2.4749,0.0,0.18368,27.6,94.0,0.0,2.3836,45.75,696.07,-0.0052815,5.8659e-16,6.5938,838.0,1.3011,0.3299,-17.667,634.0,-2.1855,0.99998,-7.3438,0.0,0.99935,1.0,-38.5,0.0,3.6732,0.0,0.0,-0.0,0.11243,5e-06,1.0,0.0,0.0,147320.0,0.54961,256.0,0.0,105000.0,
16,0.0011651,185090.0,0.0,-0.17276,0.58285,95374.0,0.0,0.0,0.10037,0.066406,0.0047318,-5.2796,4.0673,1.0,3.244,-0.16803,0.20181,0.0,-1.2868,0.0,0.00042767,147.31,0.0040174,-4.8184,0.00010556,230.0,2.283,0.0,6.3816e-05,100.0,-8.7413e-08,95374.0,0.0029973,5.0,0.0042997,1.0,-1.9199e-09,519.87,5.2618,15853.0,3.6907,742.0,0.0,95374.0,-3.5806,211.0,95374.0,1.0,183.0,0.58086,-0.17276,1.0,458.81,1.1,0.0,1.0,683.0,0.0,-5.2796,2.0,211.0,0.00010506,0.0,2.0,0.4,6.1925,0.0,2.0,5.6246e-12,-6.128,0.0,14.0,2.4632,0.0,0.0,15.0,-2.4646,0.0,0.19394,27.409,73.0,0.0,2.5296,46.75,672.93,-0.0047318,1.018e-16,6.5,742.0,1.2868,0.35354,-17.478,612.0,-3.244,1.0,-7.3125,0.0,0.99929,1.0,-38.5,-0.0,3.6211,1.0,0.0,-0.0,0.039007,5e-06,1.0,0.0,0.0,133090.0,0.59492,256.0,0.0,95374.0,
17,0.00086825,189440.0,0.0,-0.16822,0.55585,96619.0,0.0,0.0,0.15065,0.039062,0.0040139,-4.6406,4.0313,1.0,1.7772,-0.1642,0.79395,0.0,-1.2175,0.0,0.00045787,148.59,0.0033223,-4.3305,0.00010383,238.0,1.1613,0.0,4.652e-05,107.0,-8.9407e-08,96619.0,0.0032589,5.0,0.00344,1.0,1.6424e-08,526.01,1.5793,16060.0,3.4829,750.0,0.0,96619.0,-3.409,271.0,96619.0,1.0,174.0,0.54961,-0.16822,1.0,462.57,1.1,0.0,1.0,750.0,0.0,-4.6406,2.0,271.0,-0.00038579,0.0,2.0,0.4,5.8566,0.0,2.0,2.4676e-12,-7.2886,0.0,15.0,2.4749,0.0,0.0,16.0,-2.4748,0.0,0.18916,27.391,82.0,0.0,2.5784,46.75,660.62,-0.0040139,3.9636e-16,6.5625,750.0,1.2175,0.3823,-17.485,496.0,-1.7772,1.0,-6.75,0.0,0.99931,1.0,-38.25,0.0,3.3789,1.0,0.0,-0.0,0.16911,5e-06,1.0,0.0,0.0,134660.0,0.64141,256.0,0.0,96619.0,
18,0.00091781,222340.0,0.0,-0.14752,0.41038,87781.0,0.0,0.0,0.11155,0.058594,0.0042898,-5.0403,4.4808,1.0,1.7671,-0.14323,0.089019,0.0,-1.5339,0.0,0.00045817,152.16,0.0039343,-4.4701,0.00010368,435.0,2.1022,0.0,4.5679e-05,105.0,-8.7399e-08,87781.0,0.0034893,5.0,0.0040965,1.0,-2.7812e-09,495.05,1.5613,21881.0,3.0809,947.0,0.0,87781.0,-3.0191,213.0,87781.0,1.0,195.0,0.59492,-0.14752,1.0,431.34,1.1,0.0,1.0,860.0,0.0,-5.0403,2.0,213.0,-0.00036869,0.0,2.0,0.4,8.249,0.0,2.0,-5.4321e-12,-4.924,0.0,16.0,2.4749,0.0,0.0,17.0,-2.4749,0.0,0.16738,27.596,61.0,0.0,2.2645,45.75,698.72,-0.0042898,6.7958e-16,6.5625,947.0,1.5339,0.56293,-17.566,437.0,-1.7671,1.0,-7.4062,0.0,0.99964,1.0,-38.0,0.0,4.636,1.0,0.0,-0.0,0.17083,5e-06,1.0,0.0,0.0,126730.0,0.55469,256.0,0.0,87781.0,
19,0.001028,187650.0,0.0,-0.16122,0.40978,84911.0,0.0,0.0,0.10026,0.0625,0.0082404,-16.042,3.6777,1.0,13.461,-0.15306,0.087251,0.0,-1.4261,0.0,0.00036431,152.5,0.0071605,-4.3071,0.00011973,242.0,12.461,5.5847e-05,5.0977e-05,116.0,-8.475e-08,84907.0,0.003168,5.0,0.0087062,1.0,2.5158e-09,484.18,90.604,21163.0,3.2428,754.0,0.0,84907.0,-3.2354,215.0,84907.0,1.0,192.0,0.64141,-0.16117,1.0,419.03,1.1,0.0,1.0,673.0,0.0,-16.042,2.0,215.0,0.00021866,0.0,2.0,0.4,6.959,0.0,2.0,-8.4236e-12,-7.2547,0.0,17.0,2.4646,0.0,0.0,18.0,-2.4749,0.0,0.17943,27.234,64.0,0.0,2.8168,44.5,679.66,-0.0082404,6.4149e-17,6.5625,754.0,1.4261,0.5551,-17.395,637.0,-13.461,0.99995,-7.4062,0.0,0.99892,1.0,-38.5,-0.0,4.1625,0.0,0.0,-0.0,1.425e-06,5e-06,1.0,0.0,0.0,123950.0,0.63125,256.0,0.0,84911.0,
20,0.0011194,185340.0,0.0,-0.16313,0.39911,80438.0,0.0,0.0,0.099679,0.035156,0.0081858,-6.7119,3.5032,1.0,3.1061,-0.15506,0.088641,0.0,-1.5966,0.0,0.00046152,144.12,0.0069601,-4.4173,9.8989e-05,220.0,2.3396,6.9954e-05,4.6641e-05,111.0,-8.8243e-08,80433.0,0.0033131,5.0,0.0078803,1.0,2.4471e-08,458.34,4.8241,20044.0,3.5817,732.0,0.0,80433.0,-3.5097,216.0,80433.0,1.0,193.0,0.55469,-0.16309,1.0,390.55,1.1,0.0,1.0,666.0,0.0,-6.7119,2.0,216.0,-0.000504,0.0,2.0,0.4,12.176,0.0,2.0,2.964e-12,-6.7995,0.0,18.0,2.4748,0.0,0.0,19.0,-2.4749,0.0,0.18207,27.236,63.0,0.0,2.6142,45.0,666.0,-0.0081858,7.3992e-16,6.625,732.0,1.5966,0.57598,-17.166,623.0,-3.1061,0.99994,-7.4688,0.0,0.99877,1.0,-38.75,0.0,4.9362,0.0,0.0,0.0,0.044773,5e-06,1.0,0.0,0.0,117330.0,0.55898,256.0,0.0,80438.0,
21,0.00075835,244100.0,0.0,-0.15777,0.48407,87149.0,0.0,0.0,0.12645,0.035156,0.0070652,-6.4657,3.9047,1.0,3.278,-0.15075,0.089869,0.0,-1.4692,0.0,0.00033176,178.41,0.0057349,-4.4037,8.606e-05,709.0,2.3157,1.6026e-05,4.3515e-05,117.0,-8.737e-08,87147.0,0.0029948,5.0,0.006333,1.0,-2.1886e-08,518.83,5.3725,14482.0,3.6,1135.0,0.0,87147.0,-3.587,253.0,87147.0,1.0,198.0,0.63125,-0.15776,1.0,468.58,1.1,0.0,1.0,1135.0,0.0,-6.4657,2.0,253.0,-0.0003973,0.0,2.0,0.4,5.6155,0.0,2.0,-8.8912e-12,-6.8219,0.0,19.0,2.4749,0.0,0.0,20.0,-2.4749,0.0,0.17689,27.011,58.0,0.0,2.1991,46.5,690.38,-0.0070652,2.3808e-15,6.625,772.0,1.4692,0.34378,-16.884,645.0,-3.278,0.99998,-7.0625,0.0,0.99867,1.0,-38.5,0.0,4.3456,0.0,0.0,-0.0,0.037705,5e-06,1.0,0.0,0.0,132820.0,0.57695,256.0,0.0,87149.0,
22,0.00091731,220930.0,0.0,-0.16911,0.4069,82850.0,0.0,0.0,0.1132,0.046875,0.0075201,-4.7813,3.6865,1.0,2.8286,-0.16159,0.081781,0.0,-1.6023,0.0,0.00036008,164.94,0.0064435,-4.6091,9.2059e-05,435.0,2.3622,0.0,4.8694e-05,108.0,-8.7137e-08,82850.0,0.0033592,5.0,0.0070383,1.0,-7.3669e-10,488.57,4.0005,20648.0,2.9952,947.0,0.0,82850.0,-2.9243,239.0,82850.0,1.0,194.0,0.55898,-0.16911,1.0,425.05,1.1,0.0,1.0,813.0,0.0,-4.7813,2.0,239.0,-0.00014854,0.0,2.0,0.4,9.097,0.0,2.0,2.8777e-12,-7.5757,0.0,20.0,2.4749,0.0,0.0,21.0,-2.4749,0.0,0.18925,26.77,62.0,0.0,2.3534,44.5,687.32,-0.0075201,1.3686e-15,6.5625,947.0,1.6023,0.57101,-16.657,620.0,-2.8286,1.0,-7.3438,0.0,0.99892,1.0,-37.5,0.0,4.9645,1.0,0.0,0.0,0.059095,5e-06,1.0,0.0,0.0,125070.0,0.66211,256.0,0.0,82850.0,
23,0.0008231,245890.0,0.0,-0.15035,0.38881,70429.0,0.0,0.0,0.12485,0.042969,0.0084817,-5.2654,3.3832,1.0,3.0068,-0.1419,0.08199,0.0,-1.5517,0.0,0.00039538,177.34,0.0071114,-4.0113,7.6506e-05,625.0,2.1678,1.1027e-05,4.8503e-05,102.0,-8.7297e-08,70428.0,0.0032475,5.0,0.0080835,1.0,3.0332e-09,452.46,4.5204,17543.0,3.4204,1137.0,0.0,70428.0,-3.3888,209.0,70428.0,1.0,211.0,0.57695,-0.15035,1.0,394.08,1.1,0.0,1.0,1137.0,0.0,-5.2654,2.0,209.0,0.00021055,0.0,2.0,0.4,10.589,0.0,2.0,-6.7705e-12,-6.3313,0.0,21.0,2.4749,0.0,0.0,22.0,-2.4749,0.0,0.16602,26.643,45.0,0.0,2.3199,45.0,726.18,-0.0084817,1.4311e-15,6.5625,1137.0,1.5517,0.66579,-16.414,620.0,-3.0068,0.99999,-6.8438,0.0,0.99863,1.0,-38.75,0.0,4.7195,0.0,0.0,-0.0,0.04945,5e-06,1.0,0.0,0.0,115830.0,0.56836,256.0,0.0,70429.0,
24,0.0011079,210690.0,0.0,-0.14045,0.37862,69653.0,0.0,0.0,0.11255,0.035156,0.0062073,-5.2138,3.2259,1.0,3.7119,-0.13427,0.084588,0.0,-1.5751,0.0,0.00031668,154.78,0.0052085,-4.2828,0.00013612,458.0,2.7363,1.9413e-05,3.7897e-05,102.0,-8.9422e-08,69652.0,0.0032059,5.0,0.0057283,1.0,1.2925e-08,426.86,6.889,17349.0,3.7836,970.0,0.0,69652.0,-3.7388,221.0,69652.0,1.0,217.0,0.66211,-0.14043,1.0,383.74,1.1,0.0,1.0,970.0,0.0,-5.2138,2.0,221.0,-0.00033564,0.0,2.0,0.4,10.546,0.0,2.0,2.0538e-11,-8.1837,0.0,22.0,2.4749,0.0,0.0,23.0,-2.4749,0.0,0.15649,26.944,39.0,0.0,2.2962,44.5,666.82,-0.0062073,6.9282e-17,6.625,970.0,1.5751,0.6241,-16.657,637.0,-3.7119,0.99999,-7.0,0.0,0.999,1.0,-37.75,0.0,4.8314,0.0,0.0,-0.0,0.024432,5e-06,1.0,0.0,0.0,109280.0,0.63125,256.0,0.0,69653.0,
25,0.00082732,174210.0,0.0,-0.13971,0.37532,64705.0,0.0,0.0,0.099704,0.046875,0.0046334,-4.9985,3.0102,1.0,2.117,-0.13508,0.082336,0.0,-1.3844,0.0,0.00029219,146.91,0.0045669,-4.138,0.00011486,220.0,1.6081,0.0,4.5689e-05,108.0,-8.2247e-08,64705.0,0.002969,5.0,0.0048036,1.0,-1.8866e-09,399.66,2.2408,16112.0,3.3395,710.0,0.0,64705.0,-3.2663,207.0,64705.0,1.0,227.0,0.56836,-0.13971,1.0,366.46,1.1,0.0,1.0,651.0,0.0,-4.9985,2.0,207.0,-0.00043024,0.0,2.0,0.4,13.034,0.0,2.0,-7.3694e-12,-6.2343,0.0,23.0,2.4749,0.0,0.0,24.0,-2.4749,0.0,0.15806,26.767,29.0,0.0,2.4385,45.5,659.55,-0.0046334,8.8754e-17,6.625,710.0,1.3844,0.602,-16.567,620.0,-2.117,1.0,-7.3125,0.0,0.99993,1.0,-37.25,0.0,3.9925,1.0,0.0,0.0,0.1204,5e-06,1.0,0.0,0.0,102310.0,0.58086,256.0,0.0,64705.0,
26,0.00090393,228220.0,0.0,-0.16641,0.37726,71278.0,0.0,0.0,0.11706,0.027344,0.0044263,-4.6983,3.1996,1.0,1.6946,-0.16203,0.081789,0.0,-1.268,0.0,0.00031215,158.66,0.0035608,-4.9379,0.00012694,496.0,1.2858,3.8332e-05,4.3586e-05,101.0,-8.9683e-08,71276.0,0.0028843,5.0,0.0037272,1.0,4.2815e-10,437.09,1.4359,17755.0,3.3922,1008.0,0.0,71276.0,-3.3343,204.0,71276.0,1.0,213.0,0.63125,-0.16638,1.0,385.95,1.1,0.0,1.0,890.0,0.0,-4.6983,2.0,204.0,-0.00069371,0.0,2.0,0.4,6.6333,0.0,2.0,6.6898e-12,-5.9458,0.0,24.0,2.4625,0.0,0.0,25.0,-2.4749,0.0,0.19113,26.46,43.0,0.0,2.3761,45.0,690.37,-0.0044263,6.5505e-17,6.5938,1008.0,1.268,0.56804,-16.422,620.0,-1.6946,0.99997,-7.4062,0.0,0.99913,1.0,-37.5,0.0,3.5539,0.0,0.0,-0.0,0.18367,5e-06,1.0,0.0,0.0,111890.0,0.64414,256.0,0.0,71278.0,
27,0.00081774,191870.0,0.0,-0.14894,0.36808,66403.0,0.0,0.0,0.10303,0.058594,0.0045418,-4.8592,3.1045,1.0,2.1666,-0.1444,0.079876,0.0,-1.5852,0.0,0.00029258,156.41,0.0041138,-4.5939,0.00011132,308.0,2.295,0.0,3.8679e-05,119.0,-8.8592e-08,66403.0,0.0032373,5.0,0.0042736,1.0,1.0111e-08,415.79,2.347,16537.0,3.2164,780.0,0.0,66403.0,-3.1974,214.0,66403.0,1.0,211.0,0.58086,-0.14894,1.0,358.02,1.1,0.0,1.0,776.0,0.0,-4.8592,2.0,214.0,0.00020295,0.0,2.0,0.4,12.115,0.0,2.0,-7.181e-12,-15.696,0.0,25.0,2.4749,0.0,0.0,26.0,-2.4749,0.0,0.16883,26.503,45.0,0.0,2.2942,46.75,686.67,-0.0045418,1.718e-16,6.5938,780.0,1.5852,0.63602,-16.301,637.0,-2.1666,1.0,-6.9375,0.0,0.99957,1.0,-38.25,0.0,4.8802,1.0,0.0,-0.0,0.11457,5e-06,1.0,0.0,0.0,106440.0,0.68516,256.0,0.0,66403.0,
28,0.0011124,175870.0,0.0,-0.14231,0.36964,65821.0,0.0,0.0,0.093837,0.0078125,0.0046334,-4.5327,3.0573,1.0,2.0781,-0.13771,0.32627,0.0,-1.4237,0.0,0.00043101,148.0,0.0039347,-4.5113,0.00013593,195.0,1.7289,2.439e-05,4.9114e-05,112.0,-8.8941e-08,65820.0,0.0035276,5.0,0.0042465,1.0,-2.04e-08,405.11,2.1592,16391.0,3.3672,694.0,0.0,65820.0,-3.2997,196.0,65820.0,1.0,239.0,0.64414,-0.14231,1.0,388.39,1.1,0.0,1.0,692.0,0.0,-4.5327,2.0,196.0,0.00041063,0.0,2.0,0.4,13.702,0.0,2.0,1.4489e-11,-7.4936,0.0,26.0,2.4748,0.0,0.0,27.0,-2.4749,0.0,0.16275,26.481,17.0,0.0,2.3986,45.5,640.24,-0.0046334,6.5144e-16,6.9062,694.0,1.4237,0.66366,-16.36,626.0,-2.0781,0.99998,-7.4062,0.0,0.9993,1.0,-37.75,0.0,4.1526,0.0,0.0,-0.0,0.12517,5e-06,1.0,0.0,0.0,103710.0,0.66563,256.0,0.0,65821.0,
29,0.0011244,199550.0,0.0,-0.15329,0.36806,65274.0,0.0,0.0,0.1029,0.039062,0.0047044,-5.6388,3.0721,1.0,5.5708,-0.14859,0.083516,0.0,-1.3209,0.0,0.00028584,154.19,0.0035215,-4.5199,0.00013354,339.0,4.5746,0.0,4.3435e-05,103.0,-8.7457e-08,65274.0,0.0029925,5.0,0.0038733,1.0,-9.3506e-09,409.16,15.517,16254.0,3.2098,851.0,0.0,65274.0,-3.1906,204.0,65274.0,1.0,225.0,0.68516,-0.15329,1.0,371.5,1.1,0.0,1.0,833.0,0.0,-5.6388,2.0,204.0,-0.00041292,0.0,2.0,0.4,6.9252,0.0,2.0,-7.3052e-12,-10.105,0.0,27.0,2.4749,0.0,0.0,28.0,-2.4749,0.0,0.17736,26.531,31.0,0.0,2.6988,43.75,682.52,-0.0047044,2.3141e-15,6.9062,851.0,1.3209,0.62202,-16.517,641.0,-5.5708,1.0,-7.6562,0.0,0.99882,1.0,-37.5,0.0,3.7469,1.0,0.0,-0.0,0.0038073,5e-06,1.0,0.0,0.0,104750.0,0.65273,256.0,0.0,65274.0,
30,0.00094483,178050.0,0.0,-0.13081,0.38147,71232.0,0.0,0.0,0.096762,0.035156,0.0035193,-5.0702,3.2101,1.0,1.8664,-0.12732,0.082561,0.0,-1.3245,0.0,0.00036105,141.97,0.0030006,-4.2969,0.00013159,200.0,1.4357,1.0786e-05,5.0446e-05,111.0,-8.347e-08,71231.0,0.0033632,5.0,0.0031264,1.0,-3.4274e-09,420.22,1.7417,17744.0,3.05,712.0,0.0,71231.0,-2.9877,224.0,71231.0,1.0,218.0,0.66563,-0.13081,1.0,379.51,1.1,0.0,1.0,679.0,0.0,-5.0702,2.0,224.0,-0.00019292,0.0,2.0,0.4,5.2726,0.0,2.0,1.0041e-11,-6.2124,0.0,28.0,2.4748,0.0,0.0,29.0,-2.4749,0.0,0.14998,26.901,38.0,0.0,2.2138,44.0,653.76,-0.0035193,4.4625e-15,6.9375,712.0,1.3245,0.57515,-16.526,629.0,-1.8664,0.99999,-6.75,0.0,0.99948,1.0,-37.75,0.0,3.7602,0.0,0.0,0.0,0.15468,5e-06,1.0,0.0,0.0,107580.0,0.60078,256.0,0.0,71232.0,
31,0.002378,189310.0,0.0,-0.15219,0.36559,63942.0,0.0,0.0,0.099155,0.019531,0.0048101,-4.9476,3.0427,1.0,2.9859,-0.14741,0.082628,0.0,-1.423,0.0,0.00032052,150.16,0.0042025,-4.684,0.00012515,233.0,2.0364,1.1606e-05,4.6089e-05,109.0,-8.7719e-08,63941.0,0.0026203,5.0,0.0045944,1.0,4.7727e-09,399.93,4.4579,15921.0,3.2009,745.0,0.0,63941.0,-3.0994,218.0,63941.0,1.0,233.0,0.65273,-0.15218,1.0,371.0,1.1,0.0,1.0,724.0,0.0,-4.9476,2.0,218.0,-0.00012067,0.0,2.0,0.4,6.5246,0.0,2.0,2.9829e-11,-6.3384,0.0,29.0,2.4749,0.0,0.0,30.0,-2.4749,0.0,0.16991,26.352,23.0,0.0,2.4322,44.5,692.96,-0.0048101,3.3148e-16,6.9062,745.0,1.423,0.62657,-16.215,628.0,-2.9859,0.99998,-7.75,0.0,0.99939,1.0,-38.25,0.0,4.1495,0.0,0.0,-0.0,0.050492,5e-06,1.0,0.0,0.0,102380.0,0.5793,256.0,0.0,63942.0,
