step,timeperf/rollout,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/n_tokens,timeperf/recompute_logp,ppo_actor/incorrect_seq_len/max,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/n_valid_tokens,teacher_answer_n_seqs,ppo_actor/incorrect_seq_len/min,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/new_logp/avg,teacher_answer_logp/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/clip_ratio/avg,ppo_actor/update/new_logp/max,teacher_answer_logp/min,ppo_actor/kl_rewards/max,ppo_actor/update/clip_ratio/max,ppo_actor/update/new_logp/min,teacher_answer_logp/max,ppo_actor/kl_rewards/min,ppo_actor/update/clip_ratio/min,ppo_actor/update/old_logp/avg,teacher_answer_len/avg,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/clipped_tokens,ppo_actor/update/old_logp/max,teacher_answer_len/min,ppo_actor/n_seqs,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/old_logp/min,teacher_answer_len/max,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/rs_filtered_fraction,teacher_context_len/avg,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/unclipped_behave_tokens,teacher_context_len/min,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/update_successful,teacher_context_len/max,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/version_stats/n_valid_generated_tokens,teacher_added_prefix_len/avg,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/n_valid_tokens,teacher_added_prefix_len/min,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/sample_staleness_proximal_avg,teacher_added_prefix_len/max,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_proximal_max,timeperf/rollout_postprocess,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_proximal_min,timeperf/compute_advantage,ppo_actor/rs_upper,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/sample_staleness_theta_avg,timeperf/train_step,ppo_actor/seq_len/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/sample_staleness_theta_max,timeperf/update_weights,ppo_actor/seq_len/max,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/version_stats/sample_staleness_theta_min,timeperf/save,ppo_actor/seq_len/min,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/version_stats/v_proximal,timeperf/checkpoint_for_recover,ppo_actor/task_reward/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/version_stats/v_theta,timeperf/eval,ppo_actor/task_reward/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/vocab_max_logits/avg,timeperf/clear_batches,ppo_actor/task_reward/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_max_logits/max,ppo_actor/advantages/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_max_logits/min,ppo_actor/advantages/max,ppo_actor/update/actor_loss/max,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_min_logits/avg,ppo_actor/advantages/min,ppo_actor/update/actor_loss/min,ppo_actor/update/entropy/max,ppo_actor/update/vocab_min_logits/max,ppo_actor/correct_n_seqs,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/min,ppo_actor/update/vocab_min_logits/min,ppo_actor/eps_clip,ppo_actor/update/approx_kl/max,ppo_actor/update/grad_norm,ppo_actor/use_dual_clip,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/min,ppo_actor/update/importance_weight/avg,rollout/accepted,ppo_actor/final_reward/max,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/importance_weight/max,rollout/reward,ppo_actor/final_reward/min,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/importance_weight/min,eval-rollout/reward,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/lr
11,0.0015425,565.04,0.99959,144650.0,0.56056,830.0,2.9896,93644.0,256.0,363.0,0.05225,-0.19272,-2.3084,0.0,0.0,0.0,-13.396,0.0,0.0,-5.2218,-3.9736e-08,-0.0,0.0,-0.19052,5.1562,0.0,0.0,0.0,2.0,256.0,0.0022002,-4.5162,38.0,212220.0,2.9517,0.0,562.83,93644.0,-1.0952,93644.0,358.0,0.0625,0.0017877,1.0,830.0,1.0,2.004,15565.0,3.1094,0.0,-8.769e-08,93644.0,0.0,199.24,0.0018499,1.0,4.0,446.0,4.3563,1.0,0.67813,128.0,0.0,1.0,0.14055,5.0,93644.0,2.0,3.8208,565.04,-0.19272,2.0,0.084463,830.0,0.0,2.0,0.00050591,363.0,-5.2218,9.0,0.00010371,-2.3084,0.0,10.0,5.7306e-05,-3.9736e-08,0.0,26.854,0.0045249,-13.396,0.0,46.25,-3.4218e-09,-0.00015346,0.0,6.625,2.825,5.733,0.22247,-17.412,-2.8483,-4.0901,2.4599,-7.4375,0.0,0.0,1.5038e-16,-37.5,0.25,0.0,0.37363,0.0,-4.5995e-05,0.0,1.0,1.0,2.4194,-0.0022002,1.0,0.0,-2.4749,1.0952,1.0,,256.0,-2.9517,3e-06
12,0.001194,562.39,0.99971,143970.0,0.61495,872.0,2.4255,97052.0,256.0,357.0,0.12302,-0.18664,-2.5845,0.0,0.0,0.0,-10.0,0.0,0.0,-4.7017,0.0,0.0,0.0,-0.18486,4.5312,0.0,0.0,0.0,2.0,256.0,0.001786,-4.4227,23.0,191230.0,2.0954,0.0,562.05,97052.0,-0.88604,97052.0,353.0,0.0625,0.0014938,1.0,872.0,1.0,1.2184,16133.0,3.7188,0.0,-8.9407e-08,97052.0,0.0,183.29,0.0015166,1.0,4.0,488.0,2.1953,1.0,0.68478,138.0,0.0,1.0,0.14002,5.0,97052.0,2.0,3.8365,562.39,-0.18664,2.0,0.085408,872.0,0.0,2.0,0.00037786,357.0,-4.7017,10.0,9.7988e-05,-2.5845,0.0,11.0,3.8438e-05,0.0,0.0,26.932,0.0037229,-10.0,0.0,45.25,-6.2889e-10,-0.00034982,0.0,6.625,2.3636,4.3665,0.21643,-17.506,-2.686,-3.4664,2.7744,-7.3438,0.0,0.0,4.5105e-16,-40.0,0.25,0.0,0.36096,0.0,-4.1838e-05,0.0,1.0,1.0,2.1476,-0.001786,1.0,0.0,-2.4749,0.88604,1.0,,256.0,-2.0954,3e-06
13,0.0011958,574.25,0.99975,147010.0,0.56275,823.0,2.6724,98037.0,256.0,411.0,0.33437,-0.1984,-2.1349,0.0,0.0,0.0,-9.9399,-0.0,0.0,-4.7355,-3.9736e-08,-0.0,0.0,-0.19677,4.9062,0.0,0.0,0.0,2.0,256.0,0.0016247,-4.3901,26.0,199420.0,1.0955,0.0,574.11,98037.0,-0.983,98037.0,407.0,0.0625,0.0013786,1.0,823.0,1.0,0.68945,16297.0,3.9219,0.0,-8.9407e-08,98037.0,0.0,191.29,0.0013888,1.0,4.0,439.0,0.60007,1.0,0.69644,124.0,0.0,1.0,0.1359,5.0,98037.0,2.0,3.8995,574.25,-0.1984,2.0,0.088947,823.0,0.0,2.0,0.00033144,411.0,-4.7355,11.0,8.4998e-05,-2.1349,0.0,12.0,4.008e-05,-3.9736e-08,0.0,26.955,0.0036197,-9.9399,0.0,45.0,-6.8483e-09,0.00035994,0.0,6.5938,2.1347,4.8399,0.22696,-17.545,-2.6995,-2.6358,2.7747,-7.4062,0.0,0.0,1.0109e-15,-38.25,0.25,0.0,0.35954,0.0,-1.4316e-05,0.0,1.0,1.0,1.9472,-0.0016247,1.0,0.0,-2.4749,0.983,1.0,,256.0,-1.0955,3e-06
14,0.0011096,539.23,0.99962,138040.0,0.55591,670.0,2.2452,92892.0,256.0,283.0,0.12921,-0.17664,-1.6559,0.0,0.0,0.0,-10.906,0.0,0.0,-4.7251,0.0,-0.0,0.0,-0.17495,3.5625,0.0,0.0,0.0,2.0,256.0,0.0016951,-4.8192,10.0,166140.0,2.0463,0.0,538.33,92892.0,-0.80878,92892.0,279.0,0.058594,0.0013194,1.0,670.0,1.0,1.1755,15439.0,3.1875,0.0,-8.9407e-08,92892.0,0.0,176.37,0.0013625,1.0,4.0,286.0,2.0938,1.0,0.66923,132.0,0.0,1.0,0.12409,5.0,92892.0,2.0,3.8288,539.23,-0.17664,2.0,0.080859,670.0,0.0,2.0,0.00039155,283.0,-4.7251,12.0,0.00015134,-1.6559,0.0,13.0,5.7426e-05,0.0,0.0,27.075,0.0044866,-10.906,0.0,45.5,2.6282e-09,9.3173e-05,0.0,6.5938,1.853,4.1166,0.20441,-17.555,-2.8909,-3.4132,2.3392,-7.4375,0.0,0.0,6.7763e-16,-38.75,0.25,0.0,0.35142,0.0,-2.5088e-05,0.0,1.0,1.0,1.5705,-0.0016951,1.0,0.0,-2.4749,0.80878,1.0,,256.0,-2.0463,3e-06
15,0.0014374,533.01,0.99973,136450.0,1.1312,601.0,2.1569,94191.0,256.0,300.0,0.31899,-0.17031,-1.2749,0.0,0.0,0.0,-9.7924,0.0,0.0,-4.6434,0.0,0.0,0.0,-0.16879,3.9688,0.0,0.0,0.0,2.0,256.0,0.0015203,-4.6751,17.0,153600.0,1.1426,0.0,531.28,94191.0,-0.76868,94191.0,296.0,0.046875,0.0012541,1.0,601.0,1.0,0.46158,15656.0,3.1406,0.0,-8.7413e-08,94191.0,0.0,165.07,0.0012744,1.0,4.0,248.0,0.65276,1.0,0.67406,127.0,0.0,1.0,0.12567,5.0,94191.0,2.0,4.5833,533.01,-0.17031,2.0,0.088005,601.0,0.0,2.0,0.00033637,300.0,-4.6434,13.0,0.00010631,-1.2749,0.0,14.0,4.2704e-05,0.0,0.0,27.231,0.0038383,-9.7924,0.0,45.25,5.8319e-09,0.00011462,0.0,6.5938,1.6858,6.161,0.19649,-17.606,-2.8573,-2.3087,2.3382,-7.125,0.0,0.0,1.1098e-15,-37.75,0.25,0.0,0.36414,0.0,-3.3197e-05,0.0,1.0,1.0,1.4393,-0.0015203,1.0,0.0,-2.4748,0.76868,1.0,,256.0,-1.1426,3e-06
16,0.0012523,533.57,0.9997,136590.0,0.59999,776.0,3.0906,93173.0,256.0,365.0,0.30838,-0.18209,-1.9961,0.0,0.0,0.0,-9.0499,0.0,0.0,-4.8476,0.0,-0.0,0.0,-0.18046,5.2812,0.0,0.0,0.0,2.0,256.0,0.0016269,-4.8308,53.0,183170.0,1.1764,0.0,532.52,93173.0,-1.1284,93173.0,361.0,0.0625,0.0013255,1.0,776.0,1.0,0.96223,15486.0,3.1719,0.0,-8.9407e-08,93173.0,0.0,169.61,0.001344,1.0,4.0,392.0,0.692,1.0,0.69162,125.0,0.0,1.0,0.13378,5.0,93173.0,2.0,3.9093,533.57,-0.18209,2.0,0.08763,776.0,0.0,2.0,0.0002819,365.0,-4.8476,14.0,9.8318e-05,-1.9961,0.0,15.0,3.4452e-05,0.0,0.0,27.136,0.003815,-9.0499,0.0,46.5,9.171e-09,-0.00011203,0.0,6.5938,2.4482,5.8156,0.20992,-17.508,-2.8059,-3.7422,2.4656,-6.9688,0.0,0.0,2.3908e-15,-38.0,0.25,0.0,0.36422,0.0,-8.8944e-05,0.0,1.0,1.0,2.0955,-0.0016269,1.0,0.0,-2.4749,1.1284,1.0,,256.0,-1.1764,3e-06
17,0.0011784,536.86,0.99949,137440.0,0.55621,744.0,2.4778,93164.0,256.0,311.0,0.46993,-0.19563,-2.8513,0.0,0.0,0.0,-11.354,0.0,0.0,-4.5372,0.0,0.0,0.0,-0.19376,4.3438,0.0,0.0,0.0,2.0,256.0,0.0018741,-4.6607,23.0,175100.0,0.75516,0.0,535.39,93164.0,-0.90736,93164.0,307.0,0.0625,0.0013689,1.0,744.0,1.0,0.57042,15485.0,3.25,0.0,-8.865e-08,93164.0,0.0,172.93,0.0013855,1.0,4.0,360.0,0.41166,1.0,0.67164,128.0,0.0,1.0,0.13082,5.0,93164.0,2.0,3.876,536.86,-0.19563,2.0,0.088381,744.0,0.0,2.0,0.00044771,311.0,-4.5372,15.0,0.00011899,-2.8513,0.0,16.0,4.9134e-05,0.0,0.0,26.942,0.0042863,-11.354,0.0,45.5,-6.3876e-09,0.00032972,0.0,6.5938,2.4574,4.358,0.22442,-17.37,-2.9131,-3.3232,2.5137,-7.4062,0.0,0.0,4.2027e-16,-38.25,0.25,0.0,0.36839,0.0,6.1093e-05,0.0,1.0,1.0,2.131,-0.0018741,1.0,0.0,-2.4749,0.90736,1.0,,256.0,-0.75516,3e-06
18,0.0012605,557.4,0.99967,142700.0,0.55755,753.0,2.0688,95840.0,256.0,314.0,0.32359,-0.18304,-2.0379,0.0,0.0,0.0,-11.597,0.0,0.0,-4.5009,0.0,-0.0,0.0,-0.18144,5.0938,0.0,0.0,0.0,2.0,256.0,0.0015987,-4.3806,35.0,182660.0,1.1283,0.0,556.41,95840.0,-0.72697,95840.0,308.0,0.0625,0.0012734,1.0,753.0,1.0,0.45187,15931.0,3.3906,0.0,-8.9407e-08,95840.0,0.0,183.03,0.0012956,1.0,4.0,369.0,0.63651,1.0,0.68194,130.0,0.0,1.0,0.13079,5.0,95840.0,2.0,3.8514,557.4,-0.18304,2.0,0.090692,753.0,0.0,2.0,0.00039976,314.0,-4.5009,16.0,0.00011968,-2.0379,0.0,17.0,3.8498e-05,0.0,0.0,27.021,0.0039941,-11.597,0.0,45.75,4.4579e-09,3.7391e-05,0.0,6.5938,2.7674,4.7569,0.20676,-17.566,-2.8012,-3.8267,2.6655,-7.4062,0.0,0.0,9.7903e-16,-38.5,0.25,0.0,0.36729,0.0,8.3406e-07,0.0,1.0,1.0,2.4081,-0.0015987,1.0,0.0,-2.4379,0.72697,1.0,,256.0,-1.1283,3e-06
19,0.0023526,537.11,0.99995,137500.0,0.55193,846.0,2.0723,90836.0,256.0,274.0,0.35856,-0.19683,-1.6943,0.0,0.0,0.0,-11.645,0.0,0.0,-4.9546,0.0,0.0,0.0,-0.19545,4.0625,0.0,0.0,0.0,2.0,256.0,0.0013812,-4.7759,19.0,200580.0,1.0257,0.0,535.7,90836.0,-0.72866,90836.0,270.0,0.0625,0.0013312,1.0,846.0,1.0,0.38422,15097.0,2.9688,0.0,-8.8883e-08,90836.0,0.0,182.28,0.0013505,1.0,4.0,462.0,0.52598,1.0,0.66768,126.0,0.0,1.0,0.13813,5.0,90836.0,2.0,3.8621,537.11,-0.19683,2.0,0.085959,846.0,0.0,2.0,0.00045298,274.0,-4.9546,17.0,0.00013913,-1.6943,0.0,18.0,7.2019e-05,0.0,0.0,26.848,0.0046021,-11.645,0.0,45.5,-7.3912e-09,-4.7238e-05,0.0,6.5938,2.1548,3.8821,0.22576,-17.518,-2.8497,-3.1735,2.3317,-7.4062,0.0,0.0,1.1297e-15,-38.25,0.25,0.0,0.38901,0.0,-3.684e-05,0.0,1.0,1.0,1.8465,-0.0013812,1.0,0.0,-2.4749,0.72866,1.0,,256.0,-1.0257,3e-06
20,0.0011646,528.31,0.9999,135250.0,0.58713,732.0,2.4871,90961.0,256.0,290.0,0.24674,-0.17868,-1.6467,0.0,0.0,0.0,-9.6875,-0.0,0.0,-4.4961,0.0,-0.0,0.0,-0.17703,3.5,0.0,0.0,0.0,2.0,256.0,0.0016505,-4.5163,10.0,183810.0,1.3994,0.0,526.54,90961.0,-0.91113,90961.0,286.0,0.058594,0.0015483,1.0,732.0,1.0,0.64617,15118.0,2.7969,0.0,-8.8068e-08,90961.0,0.0,172.99,0.0015862,1.0,4.0,348.0,0.9792,1.0,0.67428,126.0,0.0,1.0,0.1335,5.0,90961.0,2.0,3.9066,528.31,-0.17868,2.0,0.090549,732.0,0.0,2.0,0.0003396,290.0,-4.4961,18.0,0.0001212,-1.6467,0.0,19.0,4.4537e-05,0.0,0.0,26.983,0.0038171,-9.6875,0.0,46.0,-6.71e-09,0.00020692,0.0,6.5938,2.3483,7.2357,0.20699,-17.554,-3.0394,-4.882,2.8597,-7.0938,0.0,0.0,1.2008e-15,-38.0,0.25,0.0,0.37333,0.0,-8.1587e-05,0.0,1.0,1.0,1.8597,-0.0016505,1.0,0.0,-2.4749,0.91113,1.0,,256.0,-1.3994,3e-06
21,0.001157,545.95,0.99993,139760.0,0.55313,765.0,2.1678,93118.0,256.0,345.0,0.35201,-0.19578,-1.465,0.0,0.0,0.0,-9.7917,0.0,0.0,-4.7061,0.0,-0.0,0.0,-0.19415,3.1875,0.0,0.0,0.0,2.0,256.0,0.0016336,-4.5202,8.0,185090.0,1.0441,0.0,544.34,93118.0,-0.77371,93118.0,342.0,0.0625,0.0015624,1.0,765.0,1.0,0.3961,15477.0,2.8906,0.0,-8.7181e-08,93118.0,0.0,182.21,0.0015806,1.0,4.0,381.0,0.54506,1.0,0.70158,132.0,0.0,1.0,0.13935,5.0,93118.0,2.0,3.8588,545.95,-0.19578,2.0,0.081871,765.0,0.0,2.0,0.00032691,345.0,-4.7061,19.0,9.8608e-05,-1.465,0.0,20.0,4.1913e-05,0.0,0.0,26.649,0.0032772,-9.7917,0.0,46.5,1.5076e-08,0.00017816,0.0,6.5938,1.8226,4.5056,0.22598,-17.261,-2.9964,-2.6223,2.541,-6.875,0.0,0.0,3.9885e-16,-38.5,0.25,0.0,0.36642,0.0,-3.506e-05,0.0,1.0,1.0,1.4834,-0.0016336,1.0,0.0,-2.4749,0.77371,1.0,,256.0,-1.0441,3e-06
22,0.0012212,551.93,0.99998,141290.0,0.55618,794.0,1.9831,94062.0,256.0,352.0,0.33158,-0.18548,-1.5912,0.0,0.0,0.0,-7.814,0.0,0.0,-5.0387,0.0,0.0,0.0,-0.18402,4.5938,0.0,0.0,0.0,2.0,256.0,0.0014621,-4.9348,20.0,192260.0,1.1039,0.0,550.84,94062.0,-0.68466,94062.0,348.0,0.0625,0.0014403,1.0,794.0,1.0,0.43546,15634.0,3.0938,0.0,-9.0047e-08,94062.0,0.0,184.5,0.0014667,1.0,4.0,410.0,0.60928,1.0,0.68627,126.0,0.0,1.0,0.13261,5.0,94062.0,2.0,3.877,551.93,-0.18548,2.0,0.24916,794.0,0.0,2.0,0.0004669,352.0,-5.0387,20.0,0.00012021,-1.5912,0.0,21.0,4.8312e-05,0.0,0.0,26.923,0.0042768,-7.814,0.0,45.75,-7.4621e-09,2.7684e-05,0.0,6.5938,2.5218,3.9262,0.21183,-17.408,-2.9628,-3.0324,2.5567,-7.4062,0.0,0.0,5.8269e-17,-38.5,0.25,0.0,0.3625,0.0,-1.5773e-05,0.0,1.0,1.0,2.0845,-0.0014621,1.0,0.0,-2.463,0.68466,1.0,,256.0,-1.1039,3e-06
23,0.0016152,526.29,0.99964,134730.0,0.58584,715.0,1.9654,88100.0,256.0,309.0,0.3817,-0.1787,-1.3174,0.0,0.0,0.0,-9.8244,0.0,0.0,-4.5243,0.0,0.0,0.0,-0.17706,4.5625,0.0,0.0,0.0,2.0,256.0,0.0016469,-4.4344,20.0,182270.0,0.96311,0.0,524.67,88100.0,-0.67567,88100.0,306.0,0.0625,0.0012859,1.0,715.0,1.0,0.34482,14641.0,2.5312,0.0,-8.9407e-08,88100.0,0.0,182.15,0.0013051,1.0,4.0,331.0,0.46379,1.0,0.68087,133.0,0.0,1.0,0.13912,5.0,88100.0,2.0,3.9802,526.29,-0.1787,2.0,0.07846,715.0,0.0,2.0,0.00037606,309.0,-4.5243,21.0,0.00012236,-1.3174,0.0,22.0,6.3967e-05,0.0,0.0,27.019,0.0035378,-9.8244,0.0,45.25,1.0392e-08,-0.00010101,0.0,6.5938,2.1604,4.528,0.205,-17.606,-3.0928,-2.7485,2.2541,-7.4062,0.0,0.0,1.8915e-15,-38.75,0.25,0.0,0.36805,0.0,-2.1524e-05,0.0,1.0,1.0,1.7095,-0.0016469,1.0,0.0,-2.4748,0.67567,1.0,,256.0,-0.96311,3e-06
24,0.0010958,535.64,1.0001,137120.0,0.55005,827.0,3.1577,91678.0,256.0,352.0,0.26344,-0.19299,-1.2828,0.0,0.0,0.0,-9.2385,0.0,0.0,-4.5674,0.0,-0.0,0.0,-0.19168,18.719,0.0,0.0,0.0,2.0,256.0,0.001313,-4.5051,499.0,188420.0,1.3339,0.0,533.93,91678.0,-1.1498,91678.0,348.0,0.058594,0.0013983,1.0,827.0,1.0,1.0078,15237.0,2.6094,0.0,-8.9756e-08,91678.0,0.0,177.52,0.001409,1.0,4.0,446.0,0.8897,1.0,0.69159,126.0,0.0,1.0,0.13688,5.0,91678.0,2.0,3.8763,535.64,-0.19299,2.0,0.08392,827.0,0.0,2.0,0.00025105,352.0,-4.5674,22.0,9.9199e-05,-1.2828,0.0,23.0,3.338e-05,0.0,0.0,26.861,0.0037446,-9.2385,0.0,48.0,-9.3206e-09,8.3916e-05,0.0,6.375,2.114,4.3868,0.22144,-17.482,-3.0513,-3.5975,2.7745,-7.25,0.0,0.0,2.7899e-17,-39.0,0.25,0.0,0.36574,0.0,-8.9876e-05,0.0,1.0,1.0,1.6562,-0.001313,1.0,0.0,-2.4749,1.1498,1.0,,256.0,-1.3339,3e-06
25,0.0012418,529.21,0.99983,135480.0,0.58449,680.0,2.3327,91065.0,256.0,306.0,0.30721,-0.17565,-1.5605,0.0,0.0,0.0,-8.4375,0.0,0.0,-4.7139,0.0,-0.0,0.0,-0.17418,10.5,0.0,0.0,0.0,2.0,256.0,0.0014625,-4.6693,197.0,169860.0,1.1802,0.0,527.1,91065.0,-0.84702,91065.0,302.0,0.0625,0.0012966,1.0,680.0,1.0,0.48744,15135.0,2.8594,0.0,-8.9407e-08,91065.0,0.0,173.48,0.0013124,1.0,4.0,296.0,0.69647,1.0,0.67902,126.0,0.0,1.0,0.12931,5.0,91065.0,2.0,3.9773,529.21,-0.17565,2.0,0.085208,680.0,0.0,2.0,0.00035319,306.0,-4.7139,23.0,0.00011637,-1.5605,0.0,24.0,4.7151e-05,0.0,0.0,27.267,0.003849,-8.4375,0.0,46.5,0.0,0.00015491,0.0,6.5,2.5183,4.8221,0.20255,-17.606,-2.9618,-3.1207,2.4251,-7.1562,0.0,0.0,6.8931e-17,-38.5,0.25,0.0,0.35016,0.0,-3.4113e-05,0.0,1.0,1.0,2.08,-0.0014625,1.0,0.0,-2.4749,0.84702,1.0,,256.0,-1.1802,3e-06
26,0.0016661,510.63,0.99958,130720.0,0.5356,644.0,1.9836,87421.0,256.0,266.0,0.44119,-0.18357,-1.7098,0.0,0.0,0.0,-13.577,0.0,0.0,-4.4637,0.0,-0.0,0.0,-0.18197,3.2188,0.0,0.0,0.0,2.0,256.0,0.0015962,-4.2569,7.0,162180.0,0.81827,0.0,509.08,87421.0,-0.68493,87421.0,262.0,0.058594,0.0011755,1.0,644.0,1.0,0.2987,14528.0,2.5156,0.0,-8.9407e-08,87421.0,0.0,169.14,0.0011952,1.0,4.0,273.0,0.33478,1.0,0.77898,130.0,0.0,1.0,0.13152,5.0,87421.0,2.0,3.0295,510.63,-0.18357,2.0,0.083001,644.0,0.0,2.0,0.00041337,266.0,-4.4637,24.0,8.9385e-05,-1.7098,0.0,25.0,4.5829e-05,0.0,0.0,26.898,0.0037973,-13.577,0.0,46.75,-1.1084e-08,2.9658e-06,0.0,6.5625,2.7372,5.3463,0.21255,-17.37,-2.9919,-3.6239,2.479,-7.3125,0.0,0.0,4.3385e-16,-39.0,0.25,0.0,0.36503,0.0,-0.00012421,0.0,1.0,1.0,2.1765,-0.0015962,1.0,0.0,-2.4749,0.68493,1.0,,256.0,-0.81827,3e-06
27,0.0020332,545.63,0.99991,139680.0,0.55409,786.0,2.5118,93434.0,256.0,375.0,0.15335,-0.18758,-1.7561,0.0,0.0,0.0,-12.357,0.0,0.0,-5.3968,0.0,-0.0,0.0,-0.18635,4.125,0.0,0.0,0.0,2.0,256.0,0.0012259,-5.3974,11.0,183680.0,1.875,0.0,543.88,93434.0,-0.92101,93434.0,371.0,0.0625,0.0011322,1.0,786.0,1.0,1.0284,15530.0,2.8281,0.0,-8.9407e-08,93434.0,0.0,180.65,0.0011558,1.0,4.0,402.0,1.7578,1.0,0.66859,134.0,0.0,1.0,0.13303,5.0,93434.0,2.0,3.874,545.63,-0.18758,2.0,0.089231,786.0,0.0,2.0,0.0003394,375.0,-5.3968,25.0,9.0767e-05,-1.7561,0.0,26.0,3.959e-05,0.0,0.0,26.993,0.0038628,-12.357,0.0,46.0,3.5928e-09,-5.8568e-05,0.0,6.5938,2.5124,5.1764,0.21728,-17.446,-3.1126,-3.6661,2.4633,-7.2812,0.0,3.0585e-11,1.811e-17,-40.25,0.25,3.5728e-07,0.36715,0.0,-6.8573e-05,-3.574e-07,1.0,1.0,1.9501,-0.0012259,1.0,0.0,-2.4749,0.92101,1.0,,256.0,-1.875,3e-06
28,0.0014165,521.57,1.0,133520.0,0.55228,634.0,2.2845,90403.0,256.0,293.0,0.38012,-0.19515,-1.7827,0.0,0.0,0.0,-10.278,0.0,0.0,-4.6517,0.0,-0.0,0.0,-0.19395,4.2188,0.0,0.0,0.0,2.0,256.0,0.0011938,-4.6525,14.0,159360.0,0.96727,0.0,520.23,90403.0,-0.82616,90403.0,289.0,0.0625,0.0011905,1.0,634.0,1.0,0.45836,15024.0,2.9219,0.0,-8.9116e-08,90403.0,0.0,168.43,0.0011961,1.0,4.0,250.0,0.46781,1.0,0.67809,130.0,0.0,1.0,0.12564,5.0,90403.0,2.0,3.9322,521.57,-0.19515,2.0,0.087925,634.0,0.0,2.0,0.00029966,293.0,-4.6517,26.0,7.8538e-05,-1.7827,0.0,27.0,3.7426e-05,0.0,0.0,26.858,0.0039903,-10.278,0.0,45.0,-6.7515e-10,6.4119e-05,0.0,6.5625,2.654,4.1672,0.22642,-17.407,-2.9867,-3.3398,3.1249,-6.75,0.0,1.023e-10,1.7822e-15,-39.0,0.25,4.7358e-07,0.37423,0.0,-8.3416e-06,-2.9802e-07,1.0,1.0,2.1931,-0.0011938,1.0,0.0,-2.4749,0.82616,1.0,,256.0,-0.96727,3e-06
29,0.0011758,540.77,0.99982,138440.0,0.55175,643.0,2.0112,92294.0,256.0,350.0,0.29536,-0.18927,-1.5423,0.0,0.0,0.0,-10.903,0.0,0.0,-4.8713,0.0,0.0,0.0,-0.18788,5.75,0.0,0.0,0.0,2.0,256.0,0.0013913,-4.59,28.0,164480.0,1.2196,0.0,539.52,92294.0,-0.69874,92294.0,345.0,0.0625,0.0012132,1.0,643.0,1.0,0.51493,15340.0,2.9219,0.0,-8.9407e-08,92294.0,0.0,180.25,0.0012307,1.0,4.0,259.0,0.74368,1.0,0.68275,129.0,0.0,1.0,0.13038,5.0,92294.0,2.0,3.9065,540.77,-0.18927,2.0,0.084397,643.0,0.0,2.0,0.00051097,350.0,-4.8713,27.0,0.00022458,-1.5423,0.0,28.0,5.8347e-05,0.0,0.0,26.981,0.0039322,-10.903,0.0,45.75,2.6452e-09,-9.1598e-05,0.0,6.5625,1.9869,4.1955,0.21814,-17.45,-2.8116,-3.0827,2.4844,-7.4375,0.0,8.5188e-12,3.3096e-16,-38.75,0.25,3.5754e-07,0.37573,0.0,-0.00011058,-3.5483e-07,1.0,1.0,1.6764,-0.0013913,1.0,0.0,-2.4749,0.69874,1.0,,256.0,-1.2196,3e-06
